Status,Month,Agency,Advertiser,Campaign Name,Device,%Savings,TG,Mobile / CTV,Paid/Test,Campaign id,IO id,Line Item ID,Line Item Name,Start Date,End Date,Markets,Planned Reach 1+,Planned Reach 3+,Del Reach 1+,Planned Freq,Del Freq,Planned Budget,Planned Impressions,Del Impressions,Planned views,Deliverd Views,Pld Complete Views,Del Complete Views,Planned CPV,Del Cpv,Planned CPCV,Deliverd CPCV,Planned CPM - Non Bidvid,"Del Cpm/
Bidvid  cpm",Media plan Sheet Link,Paused Date,Reason,
Delivered,,,,,,,,,,56171458,1023506619,23129520223,KER|YT|Non Skip|SPO|F|25|44|HHI Top 50%|RnF|11.69L|Reach|Sustenance|MAD| Oct-Nov_ 2025 CTV,,,,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,Marico (Saffola),SPO,YT NSK,,F 25-44 NCCS AB,All Devices,,56209917,1023887296,23120718159,WB (-Kol)|YT|Non Skip|SPO|F|25|44|HHI Top 50%|RnF|4.77L|Reach|Sustenance|MAD| Oct-Nov 2025 CTV TF,15-10-2025,15-11-2025,West Bengal (Minus Kolkata),995554,"4,73,995",,4,,477866,3982216,,,,,,,,,,120,96,,,,
Delivered,,,,,,,,,,56209917,1023887296,23188014141,WB (-Kol)|YT|Non Skip|SPO|F|25|44|HHI Top 50%|RnF|4.77L|Reach|Sustenance|MAD| Oct-Nov-2025 Reach,,,,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,,,,,,,56209917,1023887296,23120718642,WB (-Kol)|YT|Non Skip|SPO|F|25|44|HHI Top 50%|RnF|4.77L|Reach|Sustenance|MAD| Oct-Nov-2025 TF,,,,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,Marico (Saffola),SPO,YT NSK,,F 25-44 NCCS AB,All Devices,,56181155,1023514910,23154255046,Kolkata|YT|Non Skip|SPO|F|25|44|HHI Top 50%|RnF|10.03L|Reach|Sustenance|MAD|Oct-Nov_2025_Reach,15-10-2025,15-11-2025,Kolkata,1475394,"7,74,287",,4,,1003268,5901576,,,,,,,,,,170,120,,,,
Delivered,,,,,,,,,,56181155,1023514910,23126472368,Kolkata|YT|Non Skip|SPO|F|25|44|HHI Top 50%|RnF|10.03L|Reach|Sustenance|MAD|Oct-Nov_2025_TF,,,,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delivered,Oct,Madison,Marico (Parachute),PA GOLD,YT NSK,,F 18-44 NCCS ABC,All Devices,,56181037,1023539894,23138841781,YT|Non-Skip||F|25|44||DelhiNCR||LTV+ABC||PA Gold|Auction|Sustenance|MAD|29.62L|Oct-Nov'25,15-10-2025,15-11-2025,Delhi NCR,3446526,"15,71,065",,4.5,,2962289,15509367,,,,,,,,,,191,157,All media plan sheet,,,
Delivered,,,,,,,,,,56181037,1023539894,23129016642,YT|Non-Skip||F|25|44||DelhiNCR||LTV+HHI Top 50%||PA Gold|Auction|Sustenance|MAD|29.62L|Oct-Nov_2025,,,,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,Marico (Parachute),PA GOLD,YT NSK,,F 18-44 NCCS ABC,All Devices,,56181814,1023537024,23135418377,YT|Non-Skip||F|25|44||Bih+JH||ABC||PA Gold|Auction|13.45L||Sustenance|MAD|Oct-Nov_2025,15-10-2025,15-11-2025,Bihar Jharkhand,2717614,"14,06,020",,4.5,,1345219,12229263,,,,,,,,,,110,72,,,,
Delivered,,,,,,,,,,56181814,1023537024,23139496786,YT|Non-Skip||F|25|44||Bih+JH||LTV+HHI Top 50%||PA Gold|Auction|Sustenance|MAD|13.45L|Oct-Nov_2025,,,,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,Marico (Parachute),PA GOLD,YT NSK,,F 18-44 NCCS ABC,All Devices,,56216016,1023912445,23139555286,YT|Non-Skip||F|25|44||MH||ABC||PA Gold|Auction|22.79L||Sustenance|MAD|Oct-Nov_2025,15-10-2025,15-11-2025,Maharashtra,3080936,"12,24,487",,4,,2279892,12323744,,,,,,,,,,185,121,,,,
Delivered,,,,,,,,,,56216016,1023912445,23139555730,YT|Non-Skip||F|25|44||MH||LTV+HHI Top 50%||PA Gold|Auction|Sustenance|MAD|22.79L|2025,,,,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,Marico (Parachute),PA GOLD,YT NSK,,F 18-44 NCCS ABC,All Devices,,56217216,1023544256,23139647980,YT|Non-Skip||F|25|44||Karnataka ||LTV+ABC||PA Gold|Auction|Sustenance|MAD|7.13L|Oct-Nov'25,15-10-2025,15-11-2025,Karnataka,1230636,"5,13,423",,4,,713769,4922544,,,,,,,,,,145,97,,,,
Delivered,,,,,,,,,,56217216,1023544256,23135569106,YT|Non-Skip||F|25|44||Karnataka||LTV+HHI Top 50%||PA Gold|Auction|Sustenance|MAD|7.13L|Oct-Nov'25,,,,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delivered,Oct,Madison,Marico (Parachute),PAAV,YT CTV,,F25-44 AB,CTV,,56197050,1023411732,,,15-10-2025,15-11-2025,Maharashtra,865504,"3,63,512",,5,,313745,4327520,,,,,,,,,,145,92,All media plan sheet,,,
Delivered,,,Marico (Parachute),PAAV,YT CTV,,F25-44 AB,CTV2,,56197050,1023895462,,,15-10-2025,15-11-2025,Maharashtra,,,,5,,313745,,,,,,,,,,,,,,,,
Delivered,,,Marico (Parachute),PAAV,YT NSK,,F25-44 AB,All devices,,56197050,1023414476,,,15-10-2025,15-11-2025,Maharashtra,2885013,"11,95,549",,4,,1197280,11540052,,,,,,,,,,200,135,,,,
Delivered,,,Marico (Parachute),PAAV,YT NSK,,F25-44 AB,All devices 2,,56197050,1023520139,,,15-10-2025,15-11-2025,Maharashtra,,,,4,,1197280,,,,,,,,,,,,,,,,
Delivered,,,Marico (Parachute),PAAV,YT Shorts,,F25-44 AB,Shorts,,56197050,1023414644,,,15-10-2025,15-11-2025,Maharashtra,1917878,"3,49,054",,5,,479470,9589390,,,,,,,,,,50,24,,,,
Delivered,,,Marico (Parachute),PAAV,YT NSK/Reach,,F25-44 AB,All devices,,56173630,1023511113,,,15-10-2025,15-11-2025,AP+TL,1331616,"5,96,564",,5,,466066,6658080,,,,,,,,,,140,90,,,,
Delivered,,,Marico (Parachute),PAAV,YT NSK/TF,,F25-44 AB,All devices 2,,56173630,1023517607,,,15-10-2025,15-11-2025,AP+TL,,,,5,,466066,,,,,,,,,,,,,,,,
Delivered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delivered,Oct ,Madison,Marico (Parachute),PAAHO,YT NSK,,F 25-44 AB,All Devices,,56157796,1023410859,23094063732,Kerala | F18-44 AB | Parachute Advansed Ayurvedic | Sustenance_Oct-Nov_2025,15-10-2025,15-11-2025,Kerala,1073946,"4,22,866",,5,,805460,5369730,,,,,,,,,,150,116,"All media plan sheet












",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Opting out of Delhi Market due to negligible efficiency / savings,,,,,,,,,,,,,,,,,,,,,,
Delivered,Oct,Madison,Jyothy Labs,Maxo Vaporiser,,,F 25- 44 + HHI Top 50%,Mobile,,56185960,1023562983,23141775290,Est 212 _Maxo Liquid Vaporiser_Non-skip_Mobile_Oct-Nov'25 - Gujarat - Reach - 10 Secs,17-10-2025,30-11-2025,Gujarat,"485,000",,,2,,97000,970000,,,,,,,,,,100,66,All media plan sheet,,,
Delivered,,,,Maxo Vaporiser,,,F 25- 44 + HHI Top 50%,,,56185960,1023562983,23136425955,Est 212 _Maxo Liquid Vaporiser_Non-skip_Mobile_Oct-Nov'25 - Gujarat - Reach - 20 Secs,,,Gujarat,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,Maxo Vaporiser,,,F 25- 44 + HHI Top 50%,,,56185960,1023562983,23136426846,Est 212 _Maxo Liquid Vaporiser_Non-skip_Mobile_Oct-Nov'25 - Gujarat - TF - 10 Secs,,,Gujarat,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,Maxo Vaporiser,,,F 25- 44 + HHI Top 50%,,,56185960,1023562983,23136427338,Est 212 _Maxo Liquid Vaporiser_Non-skip_Mobile_Oct-Nov'25 - Gujarat - TF - 20 Secs,,,Gujarat,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,Maxo Vaporiser,,,F 25- 44 + HHI Top 50%,Mobile,,56185960,1023926329,23135463357,Est 212 _Maxo Liquid Vaporiser_Non-skip_Mobile_Oct-Nov'25 - Haryana- Reach - 10 Secs,17-10-2025,10-12-2025,Haryana,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,Maxo Vaporiser,,,F 25- 44 + HHI Top 50%,,,56185960,1023926329,23135471241,Est 212 _Maxo Liquid Vaporiser_Non-skip_Mobile_Oct-Nov'25 - Haryana- Reach - 20 Secs,,,Haryana,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,Maxo Vaporiser,,,F 25- 44 + HHI Top 50%,,,56185960,1023926329,23135470686,Est 212 _Maxo Liquid Vaporiser_Non-skip_Mobile_Oct-Nov'25 - Haryana- TF - 10 Secs,,,Haryana,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,Maxo Vaporiser,,,F 25- 44 + HHI Top 50%,,,56185960,1023926329,23135470491,Est 212 _Maxo Liquid Vaporiser_Non-skip_Mobile_Oct-Nov'25 - Haryana- TF - 20 Secs,,,Haryana,"427,835",,,2,,83000,855670,,,,,,,,,,97,73,,,,
Delivered,,,,Maxo Vaporiser,,,F 25- 44 + HHI Top 50%,Mobile,,56185960,1023941704,23142081737,Est 212 _Maxo Liquid Vaporiser_Non-skip_Mobile_Oct-Nov'25 - Kerala- Reach - 10 Secs,17-10-2025,30-11-2025,Kerala,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,Maxo Vaporiser,,,F 25- 44 + HHI Top 50%,,,56185960,1023941704,23146490638,Est 212 _Maxo Liquid Vaporiser_Non-skip_Mobile_Oct-Nov'25 - Kerala- Reach - 20 Secs,,,Kerala,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,Maxo Vaporiser,,,F 25- 44 + HHI Top 50%,,,56185960,1023941704,23146489594,Est 212 _Maxo Liquid Vaporiser_Non-skip_Mobile_Oct-Nov'25 - Kerala- TF - 10 Secs,,,Kerala,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,Maxo Vaporiser,,,F 25- 44 + HHI Top 50%,,,56185960,1023941704,23136776598,Est 212 _Maxo Liquid Vaporiser_Non-skip_Mobile_Oct-Nov'25 - Kerala- TF - 20 Secs,,,Kerala,"921,053",,,4,,350000,3684211,,,,,,,,,,95,59,,,,
Delivered,,,,Maxo Vaporiser,,,F 25- 44 + HHI Top 50%,Mobile,,56185960,1023935866,23141521337,Est 212 _Maxo Liquid Vaporiser_Non-skip_Mobile_Oct-Nov'25 - Maharashtra- Reach - 10 Secs,17-10-2025,30-11-2025,Maharashtra,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,Maxo Vaporiser,,,F 25- 44 + HHI Top 50%,,,56185960,1023935866,23141518934,Est 212 _Maxo Liquid Vaporiser_Non-skip_Mobile_Oct-Nov'25 - Maharashtra- Reach - 20 Secs,,,Maharashtra,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,Maxo Vaporiser,,,F 25- 44 + HHI Top 50%,,,56185960,1023935866,23136106029,Est 212 _Maxo Liquid Vaporiser_Non-skip_Mobile_Oct-Nov'25 - Maharashtra- TF- 10 Secs,,,Maharashtra,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,Maxo Vaporiser,,,F 25- 44 + HHI Top 50%,,,56185960,1023935866,23141320940,Est 212 _Maxo Liquid Vaporiser_Non-skip_Mobile_Oct-Nov'25 - Maharashtra- TF - 20 Secs,,,Maharashtra,"4,975,728",,,4,,2050000,19902913,,,,,,,,,,103,107,,,,
Delivered,,,,Maxo Vaporiser,,,F 25- 44 + HHI Top 50%,Mobile,,56185960,1023935722,23140893965,Est 212 _Maxo Liquid Vaporiser_Non-skip_Mobile_Oct-Nov'25 - Punjab - Reach - 10 Secs,17-10-2025,30-11-2025,Punjab,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,Maxo Vaporiser,,,F 25- 44 + HHI Top 50%,,,56185960,1023935722,23145204217,Est 212 _Maxo Liquid Vaporiser_Non-skip_Mobile_Oct-Nov'25 - Punjab - Reach - 20 Secs,,,Punjab,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,Maxo Vaporiser,,,F 25- 44 + HHI Top 50%,,,56185960,1023935722,23135451537,Est 212 _Maxo Liquid Vaporiser_Non-skip_Mobile_Oct-Nov'25 - Punjab - TF - 10 Secs,,,Punjab,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,Maxo Vaporiser,,,F 25- 44 + HHI Top 50%,,,56185960,1023935722,23145189064,Est 212 _Maxo Liquid Vaporiser_Non-skip_Mobile_Oct-Nov'25 - Punjab - TF - 20 Secs,,,Punjab,"532,178",,,4,,215000,2128713,,,,,,,,,,101,72,,,,
Delivered,,,,Maxo Vaporiser,,,F 25- 44 + HHI Top 50%,Mobile,,56185960,1023561567,23136225837,Est 212 _Maxo Liquid Vaporiser_Non-skip_Mobile_Oct-Nov'25 - Rajasthan - Reach - 10 Secs,17-10-2025,30-11-2025,Rajasthan,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,Maxo Vaporiser,,,F 25- 44 + HHI Top 50%,,,56185960,1023561567,23141592611,Est 212 _Maxo Liquid Vaporiser_Non-skip_Mobile_Oct-Nov'25 - Rajasthan - Reach - 20 Secs,,,Rajasthan,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,Maxo Vaporiser,,,F 25- 44 + HHI Top 50%,,,56185960,1023561567,23141593424,Est 212 _Maxo Liquid Vaporiser_Non-skip_Mobile_Oct-Nov'25 - Rajasthan - TF - 10 Secs,,,Rajasthan,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,Maxo Vaporiser,,,F 25- 44 + HHI Top 50%,,,56185960,1023561567,23136226011,Est 212 _Maxo Liquid Vaporiser_Non-skip_Mobile_Oct-Nov'25 - Rajasthan - TF - 20 Secs,,,Rajasthan,"855,978",,,4,,315000,3423913,,,,,,,,,,92,62,,,,
Delivered,,,,Maxo Vaporiser,,,F 25- 44 + HHI Top 50%,Mobile,,56185960,1023504245,23140988378,Est 212 _Maxo Liquid Vaporiser_Non-skip_Mobile_Oct-Nov'25 - Uttar Pradesh - Reach - 10 Secs,17-10-2025,30-11-2025,Uttarpradesh,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,Maxo Vaporiser,,,F 25- 44 + HHI Top 50%,,,56185960,1023504245,23135499582,Est 212 _Maxo Liquid Vaporiser_Non-skip_Mobile_Oct-Nov'25 - Uttar Pradesh - Reach - 20 Secs,,,Uttarpradesh,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,Maxo Vaporiser,,,F 25- 44 + HHI Top 50%,,,56185960,1023504245,23135543727,Est 212 _Maxo Liquid Vaporiser_Non-skip_Mobile_Oct-Nov'25 - Uttar Pradesh - TF - 10 Secs,,,Uttarpradesh,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,Maxo Vaporiser,,,F 25- 44 + HHI Top 50%,,,56185960,1023504245,23140989065,Est 212 _Maxo Liquid Vaporiser_Non-skip_Mobile_Oct-Nov'25 - Uttar Pradesh - TF - 20 Secs,,,Uttarpradesh,"1,894,737",,,4,,720000,7578947,,,,,,,,,,95,64,,,,
Delivered,,,,Maxo Vaporiser,,,F 25- 44 + HHI Top 50%,Mobile,,56185960,1023941266,23136710388,Est 212 _Maxo Liquid Vaporiser_Non-skip_Mobile_Oct-Nov'25 - West Bengal - Reach - 10 Secs,17-10-2025,30-11-2025,WestBengal,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,Maxo Vaporiser,,,F 25- 44 + HHI Top 50%,,,56185960,1023941266,23142031427,Est 212 _Maxo Liquid Vaporiser_Non-skip_Mobile_Oct-Nov'25 - West Bengal - Reach - 20 Secs,,,WestBengal,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,Maxo Vaporiser,,,F 25- 44 + HHI Top 50%,,,56185960,1023941266,23142030392,Est 212 _Maxo Liquid Vaporiser_Non-skip_Mobile_Oct-Nov'25 - West Bengal - TF - 10 Secs,,,WestBengal,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,Maxo Vaporiser,,,F 25- 44 + HHI Top 50%,,,56185960,1023941266,23142031595,Est 212 _Maxo Liquid Vaporiser_Non-skip_Mobile_Oct-Nov'25 - West Bengal - TF- 20 Secs,,,WestBengal,"1,130,435",,,4,,520000,4521739,,,,,,,,,,115,83,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delivered,,Madison,Marico (Parachute),Nihar Hair Oil (NHO),YT NSK,,F 25-44 ABC,Both,,56232372,1023597608,23151296380,Bihar District|Vid|YT|Non Skip|ABCD|||N Skip|15Sec|Nihar|||ABCD|||||1.80L|F|25|44|MAD|Oct-Nov_2025-TF,15-10-2025,27-11-2025,Bihar 1,288505,"1,03,516",,5,,180316,1442525,,,,,,,,,,125,105,All media plan sheet,,,
Delivered,,,,Nihar Hair Oil (NHO),YT NSK,,F 25-44 ABC,Both,,56205026,1023604988,23142357015,YT|Non Skip|Nihar|Naturals Hair oil|F|25|44|Bihar 2|All HHI||Hair care|RnF|Reach|1.80L|Sustenance|MAD|Oct-Nov-2025_TF,15-10-2025,27-11-2025,Bihar 2,260627,93513,,5,,162892,1303135,,,,,,,,,,125,110,,,,
Delivered,,,,Nihar Hair Oil (NHO),YT NSK,,F 25-44 ABC,Both,,56233059,1023605777,23147675483,YT|Non Skip|Nihar|Naturals Hair oil|F|25|44|Bihar 3|All HHI||Hair care|RnF|Reach|1.72L|Sustenance|MAD|Oct-Nov-2025_TF,15-10-2025,27-11-2025,Bihar 3,276688,99276,,5,,172930,1383440,,,,,,,,,,125,106,,,,
Delivered,,,,Nihar Hair Oil (NHO),YT NSK,,F 25-44 ABC,Both,,56231880,1023605309,23142456663,Bihar District|Vid|YT|Non Skip|ABCD|||N Skip|15Sec|Nihar|||ABCD|||||1.91L|F|25|44|MAD|Oct-Nov_2025-TF,15-10-2025,27-11-2025,Bihar 4,383139,"1,37,470",,4,,191570,1532556,,,,,,,,,,125,91,,,,
Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delivered,,madison,Margo,Margo Orignal Neem,Non-skippable,,TG: F 25-44 + HHI 50%,Mobile,,56238380,1024142920,23193523801,Est 211+214_Margo Original Neem_Non-skip_Mobile_OND'25 - Bihar - Reach,27-10-2025,26-11-2025,Bihar Reach,"15,49,479",,,4,,595000,"61,97,917",,,,,,,,,,96,63,All media plan sheet,,,
Delivered,,,,,,,,,,56238380,1024142920,23193508288,Est 211+214_Margo Original Neem_Non-skip_Mobile_OND'25 - Bihar - TF,27-10-2025,26-11-2025,Bihar TF,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,Margo Orignal Neem,Non-skippable,,TG: F 25-44 + HHI 50%,Mobile,,56238380,1023801549,23189260694,Est 211+214_Margo Original Neem_Non-skip_Mobile_OND'25 - Jharkhand - Reach,27-10-2025,26-11-2025,Jharkhand Reach,"6,08,696",,,4,,280000,"24,34,783",,,,,,,,,,115,75,,,,
Delivered,,,,,,,,,,56238380,1023801549,23184044325,Est 211+214_Margo Original Neem_Non-skip_Mobile_OND'25 - Jharkhand - TF,27-10-2025,26-11-2025,Jharkhand TF,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,Margo Orignal Neem,Non-skippable,,TG: F 25-44 + HHI 50%,Mobile,,56238380,1023793076,23193963514,Est 211+214_Margo Original Neem_Non-skip_Mobile_OND'25 - West Bengal - Reach,27-10-2025,26-11-2025,West Bengal Reach,"23,82,813",,,4,,915000,"95,31,250",,,,,,,,,,96,70,,,,
Delivered,,,,,,,,,,,,23189616368,Est 211+214_Margo Original Neem_Non-skip_Mobile_OND'25 - West Bengal - TF,27-10-2025,26-11-2025,West Bengal TF,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,Margo Orignal Neem,Non-skippable,,TG: F 25-44 + HHI 50%,Mobile,,56238380,1024150459,23189311901,Est 211+214_Margo Original Neem_Non-skip_Mobile_OND'25 - Uttar Pradesh - Reach,27-10-2025,26-11-2025,Uttar Pradesh Reach,"61,32,813",,,4,,2355000,"2,45,31,250",,,,,,,,,,96,77,,,,
Delivered,,,,,,,,,,,,23193656308,Est 211+214_Margo Original Neem_Non-skip_Mobile_OND'25 - Uttar Pradesh - TF,27-10-2025,26-11-2025,Uttar Pradesh TF,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,Margo Orignal Neem,Non-skippable,,TG: F 25-44 + HHI 50%,Mobile,,56238380,1023798209,23190539243,Est 211+214_Margo Original Neem_Non-skip_Mobile_OND'25 - Maharashtra - Reach,27-10-2025,26-11-2025,Maharashtra Reach,"29,56,522",,,4,,1360000,"1,18,26,087",,,,,,,,,,115,76,,,,
Delivered,,,,,,,,,,56238380,1023798209,23194904629,Est 211+214_Margo Original Neem_Non-skip_Mobile_OND'25 - Maharashtra - TF,27-10-2025,26-11-2025,Maharashtra TF,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,Margo Orignal Neem,Non-skippable,,TG: F 25-44 + HHI 50%,Mobile,,56238380,1023799790,23190629231,Est 211+214_Margo Original Neem_Non-skip_Mobile_OND'25 - AP+TL - Reach,27-10-2025,26-11-2025,Andhra Pradesh + Telangana Reach,"1,351,563",,,4,,519000,"5,406,250",,,,,,,,,,96,65,,,,
Delivered,,,,,,,,,,56238380,1023799790,23185426023,Est 211+214_Margo Original Neem_Non-skip_Mobile_OND'25 - AP+TL - TF,27-10-2025,26-11-2025,Andhra Pradesh + Telangana TF,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,Margo Orignal Neem,Non-skippable,,TG: F 25-44 + HHI 50%,Mobile,,56238380,1023806358,23190816902,Est 211+214_Margo Original Neem_Non-skip_Mobile_OND'25 - Karnataka - Reach,27-10-2025,26-11-2025,Karnataka Reach,"14,19,271",,,4,,545000,"56,77,083",,,,,,,,,,96,78,,,,
Delivered,,,,,,,,,,56238380,1023806358,23185619928,Est 211+214_Margo Original Neem_Non-skip_Mobile_OND'25 - Karnataka - TF,27-10-2025,26-11-2025,Karnataka TF,,,,,,,,,,,,,,,,,,,,,,
,A/B test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delivered,,GroupM,HUL,Bru (Bidvid),Non-skippable,,HHI Top 21% to 50%,,,56249675,1023848363,,,3-11-2025,30-11-25,Andhra Pradesh +Telengana,1053895,,,3.2,,397950,3372464,,,,,,,,,,118,80.27,,,,
Delivered,,,,Bru (Bidvid),,,HHI Top 21% to 50%,,,56249675,1023848366,,,3-11-2025,30-11-25, Kerala,413392,,,3.2,,123025,103025,,,,,,,,,,93,64.72,,,,
Delivered,,,,Pears Soap (Bidvid),Bumper + Shorts,,HHI Top 21% to 50%,,,56269980,1023856925,,,3-11-2025,30-11-25,"Lucknow, Kanpur, Agra, Varanasi, Aligarh, Allahabad, Barreilly, Meerut, Muradabad",1093747,,,2.7,,88725,2945824,,,,,,,,,,30,19.37,,,,
Delivered,,,,Pears Soap(Bidvid),Bumper + Shorts,,HHI Top 21% to 50%,,,56269980,1024215985,,,3-11-2025,30-11-25,"Aurangabad, Nagpur, Nanded, Nashik, Solapur",657194,,,2.7,,60786,1779533,,,,,,,,,,34,22.15,,,,
Delivered,,,,Surf Excel Value 10(Bidvid),Non-skippable + Bumper + YT shorts,,YT Rural,,,56218234,1023835611,,,3-11-2025,30-11-25,Bihar - Jharkhand ,37033337,,,3,,1412544,11170142,,,,,,,,,,126,90.49,,,,
Delivered,,,,Surf Excel Value 10(Bidvid),Non-skippable + Bumper + YT shorts,,YT Rural,,,56218234,1023836943,,,3-11-2025,30-11-25,Madhya Pradesh,4108242,,,3,,1793830,1793830,,,,,,,,,,145,108.43,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delivered,,Madison,Marico,PAJAS,YT NSK,,F18-34 AB,both,,56235754,1024211827,23199213252,YT|Non Skip|Parachute Advanced|PA Adv Jasmine|F|18|34UP|HHI Top 50%|Hair care|RnF|Reach|Sustenance|MAD-NOV-2025,1-11-2025,30-11-2025,UP,839582,369953,,5,,503749,4197910,,,,,,,,,,125,67,https://docs.google.com/spreadsheets/d/1sD7Q2S7h6YZSuPANwVd0SK5YJrISL4SRw1yXLFieJa4/edit?usp=sharing,,,
Delivered,,,,PAJAS,YT NSK,,F18-34 AB,both,,56234911,1023851981,23208668092,YT|Non Skip|Parachute Advanced|PA Adv Jasmine|F|18|34|Mumbai+Pune|HHI Top 50%|Hair care|RnF|Reach|Sustenance|MAD-NOV-2025,1-11-2025,30-11-2025,Mah,3341116,1411287,,5,,3090532,16705580,,,,,,,,,,185,146,,,,
Delivered,,,,PAJAS,YT NSK,,F18-34 AB,both,,56249594,1023839315,23208664984,YT|Non Skip|Parachute Advanced|PA Adv Jasmine|F|18|34|WB|HHI Top 50%|Hair care|RnF|Reach|Sustenance|MAD-NOV2025,1-11-2025,30-11-2025,WB,1391575,557186,,5,,904523,6957875,,,,,,,,,,130,87,,,,
Delivered,,,,PAJAS,YT NSK,,F18-34 AB,both,,56249597,1023869187,23208668137,YT|Non Skip|Parachute Advanced|PA Adv Jasmine|F|18|34|Bihar|HHI Top 50%|Hair care|RnF|Reach||Sustenance|MAD-NOV-2025,1-11-2025,30-11-2025,Bihar,284335,110558,,5,,177709,1421675,,,,,,,,,,125,104,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delivered,,Madison,Marico,SPO,YT NSK,,F25-44,CTV,,56248214,1024208707,23198355267,Mumbai|YT|Non Skip|SPO|F|25|44|HHI Top 50%|RnF|5.91L|Reach|Sustenance|MAD| Nov_ 2025 CTV,1-11-2025,30-11-2025,Mumbai,739155,"3,55,031",,5,,591324,3695775,,,,,,,,,,160,69,https://docs.google.com/spreadsheets/d/1sD7Q2S7h6YZSuPANwVd0SK5YJrISL4SRw1yXLFieJa4/edit?usp=sharing,,,
Delivered,,,,SPO,YT NSK,,F25-44,CTV,,56266926,1024206184,23207873992,Delhi NCR|YT|Non Skip|SPO|F|25|44|HHI Top 50%|RnF|8.15L|Reach|Sustenance|MAD| Nov_ 2025 CTV,1-11-2025,30-11-2025,Delhi NCR,1019285,"4,89,583",,5,,815428,5096425,,,,,,,,,,160,65,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delivered,,Madison,Marico,Muesli,YT NSK,,Demo (F 25-44) | Geo | NCCS AB,CTV,,56248907,1024209664,23198545143,YT|NonSkip|Saffola|Muesli|F|25|44|AllHHI|VTR|Sustenance|20Sec|Delhi|CTV|Nov_2025 - TF,1-11-2025,30-11-2025,Delhi,1189166,"5,86,211",,4,,784849,4756664,,,,,,,,,,165,96,https://docs.google.com/spreadsheets/d/1sD7Q2S7h6YZSuPANwVd0SK5YJrISL4SRw1yXLFieJa4/edit?usp=sharing,,,
Delivered,,,,Muesli,YT NSK,,Demo (F 25-44) | Geo | NCCS AB,CTV,,56248313,1024209709,23208042406,YT|NonSkip|Saffola|Muesli|F|25|44|AllHHI|VTR|Sustenance|20Sec|Mumbai|CTV|Nov_2025,1-11-2025,30-11-2025,Maharashtra,689878,"3,40,082",,4,,441522,2759512,,,,,,,,,,160,99,,,,
